baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	R16W0	R8W7	R16W7	R8W0	R10W7	R6W0	R6W7	R10W0	R3W0	R9W7	R3W7	R9W0	R19W7	R21W0	R21W7	R19W0	Significant	Description	Symbol	KO	Phylum
51.9592974109688	0.250754466241852	1.03649296573796	0.241925873624546	0.808837601282648	0.999933555398506	12	113	73	119	62	0	0	0	61	35	42	14	35	63	54	80	No	glycerol transport system ATP-binding protein	glpS	K17324	K17324
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	4-oxalomesaconate hydratase [EC:4.2.1.83]	galB	K16515	K16515
7.13008583898922	-0.654923473098385	1.59989622418577	-0.409353721321328	0.682280096663845	0.999933555398506	0	0	8	0	0	0	8	21	0	0	16	25	10	7	6	10	No	uncharacterized protein	K07006	K07006	K07006
0	0	0	0	1	NA	0	0	0	0	24	0	0	15	0	0	0	0	0	0	0	0	No	conjugal transfer pilus assembly protein TraA	traA	K12069	K12069
57.9779226883506	-0.598196600824434	0.517510588567849	-1.155911809418	0.247717231686862	0.999933555398506	83	67	47	82	42	20	5	137	75	15	53	73	62	39	63	47	No	phosphoserine / homoserine phosphotransferase [EC:3.1.3.3 2.7.1.39]	thrH	K02203	K02203
4.61710639447021	-0.0593897684723684	2.32361614188018	-0.0255591994744504	0.979608929531892	0.999933555398506	0	18	6	0	0	22	0	0	0	0	0	16	16	0	0	0	No	methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase / formyltetrahydrofolate synthetase [EC:1.5.1.5 3.5.4.9 6.3.4.3]	MTHFD	K00288	K00288
0.654216627442575	-2.82373655178676	3.00936735581063	-0.938315671675829	0.348082208303767	0.999933555398506	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	No	outer membrane factor, OMF family	TC.OMF	K03287	K03287
17.1134817772767	0.458645213580824	1.13635704319412	0.403610129692727	0.686499435559461	0.999933555398506	7	48	0	36	0	3	0	28	20	0	35	5	83	3	21	21	No	5-dehydro-2-deoxygluconokinase [EC:2.7.1.92]	iolC	K03338	K03338
33.0945951085359	-1.08974637242859	1.0046724742072	-1.0846782413229	0.278064188118446	0.999933555398506	55	0	65	51	9	0	0	83	48	0	23	25	11	21	34	69	No	UDP-N-acetylglucosamine/UDP-N-acetylgalactosamine diphosphorylase [EC:2.7.7.23 2.7.7.83]	UAP1	K00972	K00972
13.1912261662311	1.30338057123046	1.33716394493303	0.974735054866994	0.329691699643161	0.999933555398506	0	0	14	0	25	5	29	0	36	47	0	17	24	0	9	8	No	phospholipid transport system substrate-binding protein	mlaC	K07323	K07323
5.47960715653353	0.686362431161884	1.94250598410493	0.35333864439967	0.723834577485762	0.999933555398506	0	0	0	0	24	4	16	0	7	0	0	14	17	0	0	6	No	phospholipid transport system transporter-binding protein	mlaB	K07122	K07122
10.3955367943794	0.512740444541971	1.64143757156579	0.31237279651937	0.754757221971573	0.999933555398506	0	0	0	0	31	0	21	0	19	23	9	32	17	0	0	11	No	aspartate aminotransferase [EC:2.6.1.1]	aspC	K00813	K00813
51.1842995884768	-0.0802710248106126	1.03628987008268	-0.0774600110721995	0.93825760219696	0.999933555398506	16	53	0	109	101	22	76	16	97	0	69	0	129	16	15	144	No	maltoporin	lamB	K02024	K02024
61.5800453177918	0.756908347694846	1.54274439041238	0.490624598863407	0.623691984882665	0.999933555398506	9	23	28	0	0	169	203	0	75	353	21	133	16	0	4	0	No	glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	G6PD, zwf	K00036	K00036
5.89429893810423	-2.58901798816536	1.85134929664577	-1.39844922449593	0.161978210130507	0.999933555398506	4	0	0	0	0	38	17	23	10	0	0	14	0	4	0	0	No	streptomycin 3"-adenylyltransferase [EC:2.7.7.47]	aadA	K00984	K00984
3.42291198060805	-5.2286932270744	2.66466371088147	-1.96223381048889	0.0497352692561808	0.999933555398506	0	0	0	20	0	0	0	16	0	0	0	0	0	0	0	20	Yes	8-amino-3,8-dideoxy-alpha-D-manno-octulosonate transaminase [EC:2.6.1.109]	kdnA	K19715	K19715
45.0451752046912	-1.03006488328656	1.12682445745757	-0.914130747224529	0.36064814792838	0.999933555398506	29	0	22	0	3	92	182	86	41	506	15	189	7	0	12	33	No	propionyl-CoA carboxylase beta chain [EC:6.4.1.3 2.1.3.15]	PCCB, pccB	K01966	K01966
24.9137576165623	0.821094746708447	1.24586609720724	0.659055374047844	0.509860210810375	0.999933555398506	3	0	9	0	19	27	63	0	77	70	73	51	60	0	0	0	No	formate dehydrogenase-N, alpha subunit [EC:1.17.5.3]	fdnG	K08348	K08348
35.013905078154	0.614913730518384	1.34270409761261	0.457966674572401	0.646976383764312	0.999933555398506	18	15	17	0	0	70	117	0	41	189	9	85	5	0	2	4	No	4-hydroxyphenylacetate decarboxylase large subunit [EC:4.1.1.83]	hpdB	K18427	K18427
14.5049046890513	-0.805581665786062	1.20513696636301	-0.668456522595297	0.503842225871836	0.999933555398506	13	0	8	14	0	30	30	51	37	0	36	26	3	0	15	0	No	micrococcal nuclease [EC:3.1.31.1]	nuc	K01174	K01174
7.09473264942384	0.863712952340774	2.02090498787343	0.427389193219641	0.669095877348235	0.999933555398506	0	20	0	0	0	0	0	0	10	0	14	0	39	23	12	0	No	uncharacterized protein	K09005	K09005	K09005
13.3946685646245	0.262779922534129	1.22886010141456	0.213840389342643	0.830671527236942	0.999933555398506	9	0	0	0	12	17	24	0	23	37	16	35	31	0	8	9	No	anaerobic dimethyl sulfoxide reductase subunit B	dmsB	K07307	K07307
35.2032249764321	0.18008908423579	0.737312108484432	0.244250816124488	0.807036572997601	0.999933555398506	49	34	62	16	28	46	60	46	0	17	10	26	23	55	44	3	No	poly(beta-D-mannuronate) lyase [EC:4.2.2.3]	algL	K01729	K01729
56.6029879343936	0.196224332738396	0.504892794949101	0.388645539610399	0.697538374206993	0.999933555398506	13	41	39	134	63	23	17	87	69	87	165	50	68	31	26	35	No	FdhD protein	fdhD	K02379	K02379
17.289875764749	-1.61168834062985	1.1684534339465	-1.3793346776228	0.167791589365131	0.999933555398506	18	0	4	61	22	19	0	84	28	0	0	9	12	0	20	19	No	nucleoside-triphosphatase [EC:3.6.1.15]	NTPCR	K06928	K06928
3.29898476276504	1.56784713890097	2.37292457191697	0.660723546570377	0.508789620421784	0.999933555398506	0	0	0	0	0	11	23	0	7	0	9	0	22	0	0	0	No	general secretion pathway protein J	gspJ	K02459	K02459
38.8477703402907	-0.175317296194362	0.932654778315928	-0.187976623580837	0.850894976187304	0.999933555398506	0	0	6	0	37	167	35	127	36	102	30	48	46	3	36	18	No	dihydroorotate dehydrogenase [EC:1.3.5.2]	DHODH, pyrD	K00254	K00254
2.98184992290158	-2.11032554745824	2.65815995674953	-0.793904649003442	0.427250943019597	0.999933555398506	20	0	0	0	0	0	0	0	18	0	140	0	0	0	6	0	No	fluoroquinolone resistance protein	qnr, mcbG	K18555	K18555
4.32669498463834	-1.69547695065112	2.3163934057174	-0.73194689056975	0.464200984372188	0.999933555398506	4	0	0	0	0	16	0	0	10	0	0	22	24	0	0	0	No	glucans biosynthesis protein C [EC:2.1.-.-]	mdoC	K11941	K11941
8.92935155808858	-0.135766881885762	1.7025125175159	-0.079745012438356	0.936440058675453	0.999933555398506	12	0	0	0	0	0	0	0	11	0	7	8	27	17	32	13	No	glucan 1,3-beta-glucosidase [EC:3.2.1.58]	E3.2.1.58	K01210	K01210
5.68814000562493	-0.0792514964459736	1.90335122794787	-0.0416378728646	0.966787381228987	0.999933555398506	0	0	0	0	0	4	17	20	19	0	21	13	22	0	0	0	No	two-component system, OmpR family, phosphate regulon response regulator OmpR	ompR	K07659	K07659
10.1473884789017	-0.0367225377069126	1.39371244056833	-0.026348719174766	0.978979196101372	0.999933555398506	0	0	10	0	7	16	0	0	38	15	17	23	21	0	11	11	No	small multidrug resistance pump	emrE, qac, mmr, smr	K03297	K03297
19.9555997715828	-0.577529338056441	0.79741691105963	-0.724250175844658	0.468912159292758	0.999933555398506	7	16	4	13	10	41	31	13	27	15	32	71	38	0	3	15	No	urea carboxylase [EC:6.3.4.6]	E6.3.4.6	K01941	K01941
0.626923908365948	0.904446097381993	3.02705796176765	0.298787175140129	0.765102436963385	0.999933555398506	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	No	conjugal transfer pilus assembly protein TraV	traV	K12064	K12064
78.7546691944443	-0.289604377646105	0.595058714286427	-0.486682020938704	0.626483688236602	0.999933555398506	35	80	139	100	14	95	53	77	56	0	132	94	52	137	79	53	No	accessory gene regulator B	agrB	K07813	K07813
19.2580423811182	0.275599982186087	1.16998702334033	0.23555815294365	0.813775548808964	0.999933555398506	0	0	0	0	8	46	58	16	36	58	36	41	25	0	6	12	No	ethanolamine utilization protein EutJ	eutJ	K04024	K04024
33.6459196656245	-0.462732840248184	0.809751946885403	-0.57145011139278	0.567694568742374	0.999933555398506	0	23	10	14	73	123	29	109	17	0	16	31	57	17	19	42	No	DtxR family transcriptional regulator, Mn-dependent transcriptional regulator	troR	K03709	K03709
12.4135592884633	-0.336402318067275	1.49513230823825	-0.224998360488688	0.82198054970679	0.999933555398506	21	0	15	0	33	0	0	55	6	0	17	0	20	6	0	26	No	GDP-4-dehydro-6-deoxy-D-mannose reductase [EC:1.1.1.281]	rmd	K15856	K15856
3.13077686421449	0.783469763105478	2.11899252662392	0.369736916606185	0.711578522489885	0.999933555398506	0	0	4	0	64	46	0	0	7	24	0	0	0	4	0	5	No	type IV secretion system protein TrbF	trbF	K20531	K20531
4.99480350835756	1.88417979023969	2.27975556097627	0.826483252192537	0.408530014643568	0.999933555398506	4	0	0	0	37	0	0	0	17	0	11	0	12	0	0	0	No	type IV secretion system protein TrbC	trbC	K20528	K20528
2.239375059179	1.995063095858	2.95064411979944	0.676144941530126	0.4989486254132	0.999933555398506	0	0	0	0	5	0	0	0	0	0	0	0	0	5	16	0	No	3'-5' exonuclease	K07501	K07501	K07501
67.6243947862084	0.77022846599545	1.55264311686742	0.496075664541281	0.619841027989217	0.999933555398506	63	200	100	46	158	3	0	28	0	0	0	4	0	106	113	74	No	F-box protein 11	FBXO11	K10297	K10297
85.4304323919172	0.89700779758332	1.23246751352773	0.727814557168966	0.466727112168111	0.999933555398506	77	200	115	46	158	3	0	28	3	171	0	26	0	111	119	91	No	exo-poly-alpha-galacturonosidase [EC:3.2.1.82]	pehX	K18650	K18650
25.1866023598105	0.135521251860122	0.798228914822534	0.169777427682197	0.865185179295008	0.999933555398506	36	0	34	0	22	33	47	15	23	17	38	12	19	26	30	32	No	uncharacterized protein	K07004	K07004	K07004
34.8555863084794	-1.20974045289804	0.785779097416925	-1.53954267411133	0.123671868189906	0.999933555398506	23	0	19	26	29	47	60	155	42	0	24	91	31	3	15	32	No	threonine 3-dehydrogenase [EC:1.1.1.103]	tdh	K00060	K00060
9.9226419802953	0.484826739191288	1.48440541920828	0.32661342576469	0.743960287704901	0.999933555398506	0	0	0	0	25	0	4	16	6	48	4	30	7	3	0	6	No	MFS transporter, DHA1 family, tetracycline resistance protein	tetA	K08151	K08151
4.92297448939132	-1.57771588990311	1.93276878660792	-0.816298307813658	0.414329541995037	0.999933555398506	0	14	0	19	5	26	0	16	4	0	0	0	0	0	0	6	No	MFS transporter, DHA1 family, multidrug resistance protein	blt	K08153	K08153
0.588383124848944	-2.69563105381749	3.01260276295006	-0.894784764513003	0.370902156197512	0.999933555398506	0	0	0	0	0	0	0	0	8	0	18	3	0	0	0	0	No	type IV fimbrial biogenesis protein FimT	fimT	K08084	K08084
3.05857344376495	0.613193684988578	2.66298992673338	0.230265116226243	0.817885765534543	0.999933555398506	0	0	0	0	0	47	20	0	27	0	0	0	21	0	0	0	No	manganese/iron transport system permease protein	ABC.MN.P	K09819	K09819
29.7974737880194	0.50200722671831	0.809838059493325	0.619885939952477	0.535332883069486	0.999933555398506	52	57	37	0	20	24	47	0	16	38	27	50	53	6	12	21	No	inner membrane protein	K07038	K07038	K07038
128.007147098916	-0.167131749156453	0.372264236901034	-0.448959992901184	0.653460517146615	0.999933555398506	116	175	81	352	53	194	117	181	72	200	97	66	220	53	71	92	No	DNA polymerase bacteriophage-type [EC:2.7.7.7]	dpo	K02334	K02334
27.6493857261094	0.467946337264898	0.967647468848897	0.483591754569008	0.628675627661658	0.999933555398506	3	60	30	61	28	49	82	0	15	35	0	51	12	0	11	8	No	HTH-type transcriptional regulator, polysaccharide utilization system transcription regulator	susR	K21557	K21557
64.8958210300355	-0.603594433316153	0.53784990272256	-1.12223583245214	0.261762180992707	0.999933555398506	52	0	48	38	24	83	79	201	64	63	84	105	105	34	40	72	No	citrate lyase subunit beta / citryl-CoA lyase [EC:4.1.3.34]	citE	K01644	K01644
14.4801478900304	0.91187827987881	1.14695012867917	0.795046146364647	0.426586659395603	0.999933555398506	19	0	0	0	35	10	32	0	3	31	8	8	13	15	25	11	No	cytochrome c nitrite reductase small subunit	nrfH	K15876	K15876
2.53397471214702	4.77401255092742	2.79693465631339	1.70687310844079	0.0878456400935479	0.999933555398506	0	0	6	0	8	0	29	0	0	0	0	0	0	0	0	0	No	type III secretion protein R	yscR, sctR, hrcR, ssaR	K03226	K03226
3.12653104943491	0.0684936768736104	2.26094025503452	0.0302943329533335	0.975832316148227	0.999933555398506	3	0	7	0	0	0	21	0	18	0	0	0	0	3	0	3	No	capsular polysaccharide transport system permease protein	kpsM	K09688	K09688
50.717449690785	0.919492031333743	1.1262355775742	0.816429572678073	0.414254488527999	0.999933555398506	29	0	17	0	16	109	154	0	42	291	18	64	29	27	22	6	No	uncharacterized protein	K07078	K07078	K07078
12.6505946468128	-0.413718496660838	1.42208767916231	-0.290923339483921	0.771109950654975	0.999933555398506	16	0	0	0	3	66	16	45	14	0	80	0	5	0	4	3	No	tRNA-binding protein	K06878	K06878	K06878
11.3594963188464	0.703868024972107	1.39933346453924	0.50300235276934	0.614962617993062	0.999933555398506	0	18	16	0	0	0	19	0	20	0	14	34	16	5	27	3	No	molybdopterin adenylyltransferase [EC:2.7.7.75]	mogA	K03831	K03831
10.9412559024958	0.298062498041108	1.40280525589264	0.212476034566496	0.831735672585175	0.999933555398506	3	17	6	0	21	22	31	0	20	0	28	28	0	0	0	6	No	ribosome-associated protein	yjgA	K09889	K09889
16.4058241655308	-2.11382831732719	1.15809173038277	-1.8252684669707	0.0679605262174873	0.999933555398506	0	15	0	59	7	57	17	88	8	0	4	0	14	23	0	12	No	levansucrase [EC:2.4.1.10]	sacB	K00692	K00692
27.1773581803683	0.595653481407564	1.00194122469678	0.594499424442612	0.552178127132938	0.999933555398506	20	67	21	35	25	0	0	60	26	0	106	0	52	24	15	16	No	peptidyl-tRNA hydrolase, PTH2 family [EC:3.1.1.29]	PTH2	K04794	K04794
4.59675942661749	-0.269573552064835	2.53491021140377	-0.1063444183751	0.915309090608942	0.999933555398506	0	0	17	0	0	0	0	0	0	0	0	0	16	19	0	10	No	polysaccharide biosynthesis protein PelE	pelE	K21010	K21010
5.25841636202136	1.29639652709836	1.93046758397987	0.671545348834968	0.501873180263909	0.999933555398506	0	0	9	0	11	17	34	0	5	0	10	6	0	0	0	0	No	tetrathionate reductase subunit A	ttrA	K08357	K08357
9.12771373381291	-0.488375077577174	1.51930660083496	-0.321446031570441	0.747872404299969	0.999933555398506	0	0	0	0	4	125	113	0	11	37	5	51	4	0	3	4	No	carnitine 3-dehydrogenase [EC:1.1.1.108]	lcdH, cdhA	K17735	K17735
69.7390523682304	0.57139143481803	0.68425249108676	0.8350593417797	0.403684297389284	0.999933555398506	99	175	49	26	3	130	95	0	86	119	152	21	17	55	73	23	No	lichenan operon transcriptional antiterminator	licR	K03491	K03491
2.03903403946983	-4.47708087584047	2.87632128563874	-1.55653017560806	0.119582072894915	0.999933555398506	3	0	0	15	0	0	0	0	0	0	0	0	0	10	0	0	No	polysaccharide biosynthesis protein PslG	pslG	K21000	K21000
10.4077255886332	0.263228294413402	1.33195948511425	0.197624850721959	0.843338590189568	0.999933555398506	0	0	5	0	0	14	9	0	14	44	5	31	28	6	6	5	No	N-acetyl-anhydromuramoyl-L-alanine amidase [EC:3.5.1.28]	ampD	K03806	K03806
15.7051738106514	0.669712948685584	1.36289663988325	0.491389390132294	0.623151066913059	0.999933555398506	4	64	32	0	0	6	19	0	30	0	19	51	24	0	3	0	No	tyrosine-protein kinase Etk/Wzc [EC:2.7.10.3]	etk-wzc	K16692	K16692
26.8695792501578	-0.642019586305915	0.952592085726715	-0.673971152947518	0.500329653748918	0.999933555398506	5	19	6	86	0	21	18	60	31	0	8	0	106	36	36	35	No	alkaline phosphatase isozyme conversion protein [EC:3.4.11.-]	iap	K09612	K09612
23.6392470784942	-0.878774314978753	1.09947135063769	-0.799269862256136	0.424133950174663	0.999933555398506	5	19	6	86	0	21	0	60	6	0	4	0	80	36	36	35	No	aminopeptidase S [EC:3.4.11.24]	E3.4.11.24	K19702	K19702
0.144406073520145	1.07517425154747	3.05868415985525	0.351515290679229	0.725201803187208	0.999933555398506	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	No	disulfide reductase [EC:1.8.-.-]	dsbH	K01829	K01829
30.1211514272354	0.223964688430444	1.00239456605506	0.223429671323799	0.823201113565575	0.999933555398506	0	0	10	0	62	42	43	25	60	54	53	74	17	0	19	28	No	apolipoprotein N-acyltransferase [EC:2.3.1.269]	lnt	K03820	K03820
10.2359116830645	-0.29611577302209	1.55905513015471	-0.189932842844824	0.849361756014927	0.999933555398506	4	0	0	63	15	0	25	0	26	0	23	0	26	3	0	3	No	glutathionylspermidine amidase/synthetase [EC:3.5.1.78 6.3.1.8]	gsp	K01460	K01460
10.3393637316053	-0.684555783984802	1.47892352712462	-0.462874361946045	0.643454425509746	0.999933555398506	4	0	0	63	15	36	40	0	3	0	14	0	4	3	0	3	No	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	sle1	K22409	K22409
0.542515931762792	-2.56982747677382	3.01606608572586	-0.852046143463516	0.394188481813601	0.999933555398506	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	No	MtN3 and saliva related transmembrane protein	K15383	K15383	K15383
108.707104376075	0.92889873244451	1.34020122904224	0.69310392522796	0.488244334529194	0.999933555398506	39	0	76	45	3	194	356	34	93	707	9	198	0	0	9	9	No	tricorn protease [EC:3.4.21.-]	tri	K08676	K08676
42.0116085934339	-0.541623684421384	0.680231200212157	-0.796234698220924	0.425895633220895	0.999933555398506	22	49	34	183	32	18	23	71	13	0	63	16	45	49	32	27	No	mRNA interferase RelE/StbE	relE, stbE	K06218	K06218
3.8513162935428	2.79108122073239	2.53528884720551	1.1008927932645	0.270943318979399	0.999933555398506	0	0	5	0	8	10	48	0	0	0	0	0	0	0	0	0	No	mRNA interferase ChpB [EC:3.1.-.-]	chpB, chpBK	K18841	K18841
4.7025806332155	1.79899221834934	2.28350656866467	0.787820032154032	0.43080198191323	0.999933555398506	7	0	0	0	17	10	33	0	0	0	0	0	17	0	0	0	No	antitoxin ChpS	chpS, chpBI	K18842	K18842
4.79724245165997	0.0344867150358642	2.14737136799032	0.0160599678052612	0.987186550456523	0.999933555398506	0	0	0	0	9	24	11	0	0	0	21	15	0	0	2	0	No	protein ImuB	imuB	K14161	K14161
18.0993711552899	-0.739643690199354	1.19718238180111	-0.617820393486405	0.536693738834134	0.999933555398506	0	0	4	0	3	148	46	0	22	42	7	30	11	6	5	4	No	ethanolamine utilization protein EutS	eutS	K04031	K04031
59.8479536316897	-0.0979569421604255	0.540524325684528	-0.181225779314134	0.856190360649633	0.999933555398506	31	82	28	235	61	60	73	16	41	62	15	24	126	48	37	38	No	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	sucD	K01902	K01902
11.1215279994797	-0.0469326203972047	1.5391123489801	-0.0304933037723366	0.975673633715047	0.999933555398506	0	0	0	0	23	37	45	0	28	0	7	30	23	0	2	3	No	two-component system, OmpR family, response regulator CpxR	cpxR	K07662	K07662
0.967594946518034	-3.41010361900979	2.99768389873203	-1.13757945607681	0.255296129079872	0.999933555398506	5	0	0	0	20	0	0	0	13	0	0	0	0	0	0	0	No	L-cysteine desulfidase [EC:4.4.1.28]	E4.4.1.28	K20021	K20021
73.538865497868	0.659957048826402	0.99657181284419	0.662227287909039	0.507825568418952	0.999933555398506	37	0	38	0	37	179	276	48	48	274	33	138	39	3	51	16	No	outer membrane protein, multidrug efflux system	oprM, emhC, ttgC, cusC, adeK, smeF, mtrE, cmeC, gesC	K18139	K18139
11.6893483828986	-0.246253488234136	1.42598832694121	-0.172689694285476	0.86289534485596	0.999933555398506	16	0	6	0	37	6	0	0	15	0	7	33	32	0	3	18	No	poly-beta-1,6-N-acetyl-D-glucosamine synthase [EC:2.4.1.-]	pgaC, icaA	K11936	K11936
11.3240224742747	-2.45422803647103	1.3965447322668	-1.75735726881262	0.0788569319986969	0.999933555398506	15	0	4	21	4	93	16	0	0	0	4	29	3	0	0	4	No	fructooligosaccharide transport system permease protein	msmG	K10122	K10122
15.2793313870804	-1.65057631544532	1.19191289984164	-1.38481286314177	0.166109696661662	0.999933555398506	16	0	4	0	7	79	13	0	3	17	0	67	13	3	6	8	No	alpha-1,4-digalacturonate transport system permease protein	aguG	K17243	K17243
23.3921851092909	0.8660610447154	1.1703810201203	0.739982133874983	0.459310835182988	0.999933555398506	0	0	0	18	58	14	28	0	40	102	41	34	13	3	0	23	No	multiphosphoryl transfer protein [EC:2.7.1.202]	fruB, fpr	K11183	K11183
18.9664171123308	2.24886069738778	1.15271985842148	1.95091693871513	0.0510669273203181	0.999933555398506	0	70	0	0	68	4	49	40	16	0	20	0	27	3	19	5	No	flagellar P-ring protein FlgI	flgI	K02394	K02394
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	uncharacterized protein	K09388	K09388	K09388
3.19351560842875	-0.264051099360829	1.91959730388087	-0.137555464798265	0.890591754778117	0.999933555398506	0	0	3	0	0	0	0	0	3	0	7	8	6	8	7	3	No	putative membrane protein	K08972	K08972	K08972
32.1546323317442	-0.187154609803546	0.93085941869514	-0.201055719096548	0.840655005956581	0.999933555398506	14	62	15	116	30	9	13	0	102	0	40	0	91	29	15	22	No	L-threonine kinase [EC:2.7.1.177]	pduX	K16651	K16651
69.7717586352564	0.323157605133197	0.446378864605922	0.723953642873506	0.46909419543871	0.999933555398506	48	166	55	61	18	88	47	62	80	23	185	37	153	77	41	41	No	acylphosphatase [EC:3.6.1.7]	acyP	K01512	K01512
17.7608070740186	0.374207087407087	1.10968691580332	0.33721861732162	0.735952103811601	0.999933555398506	0	0	0	17	24	10	12	31	37	72	26	37	32	0	3	4	No	two-component system, NtrC family, nitrogen regulation response regulator GlnG	glnG, ntrC	K07712	K07712
59.2815368218538	0.245536344746926	0.963313988549684	0.254887137180051	0.798810271270927	0.999933555398506	47	0	24	0	22	83	156	15	186	69	178	118	154	3	15	10	No	anaerobic dimethyl sulfoxide reductase subunit A [EC:1.8.5.3]	dmsA	K07306	K07306
12.3404363149533	-0.960776681771618	1.28171005220535	-0.749605326195635	0.453492442043555	0.999933555398506	17	0	8	0	9	8	28	96	30	0	25	6	0	0	3	6	No	glycine/sarcosine/betaine reductase complex component C subunit alpha [EC:1.21.4.2 1.21.4.3 1.21.4.4]	grdD	K21576	K21576
106.397136859412	1.16512851240343	1.62569049358427	0.716697622949489	0.473560692927107	0.999933555398506	26	0	79	73	0	185	266	0	38	791	31	195	7	0	7	0	No	propionyl-CoA carboxylase alpha chain [EC:6.4.1.3]	PCCA, pccA	K01965	K01965
17.1346565390374	-0.787498752798036	1.24723735781626	-0.631394455804977	0.527782640202696	0.999933555398506	58	0	7	16	7	4	0	0	7	0	21	0	59	29	19	26	No	urea transport system permease protein	urtC	K11961	K11961
1.76895063669579	4.24842775401446	2.98685636523308	1.42237430747124	0.15491761763282	0.999933555398506	0	0	0	0	17	0	0	0	0	0	0	0	0	19	5	0	No	gingipain R [EC:3.4.22.37]	rgpA_B	K08589	K08589
0	0	0	0	1	NA	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	No	gingipain K [EC:3.4.22.47]	kgp	K19237	K19237
20.564030220779	1.25495522469749	1.37444616649204	0.913062479486172	0.361209682270094	0.999933555398506	0	0	0	0	84	16	39	0	43	0	52	7	71	0	6	37	No	cellulose synthase operon protein C	bcsC	K20543	K20543
27.5907603057774	-0.17999876329601	0.764219800926007	-0.235532713334442	0.8137952913391	0.999933555398506	7	42	33	54	7	91	21	0	87	35	23	24	38	5	13	5	No	tagatose 1,6-diphosphate aldolase GatY/KbaY [EC:4.1.2.40]	gatY-kbaY	K08302	K08302
15.0976819251542	0.999551079633349	1.2914194906342	0.773994110265817	0.43893427422135	0.999933555398506	0	0	0	0	30	6	24	30	26	51	31	20	41	0	0	9	No	endoglucanase [EC:3.2.1.4]	bcsZ	K20542	K20542
35.1131392595067	-0.768071385938075	0.642125183224584	-1.19613964068661	0.231642070566766	0.999933555398506	25	57	40	59	10	90	33	109	54	0	43	27	24	9	9	29	No	multidrug/hemolysin transport system ATP-binding protein	cylA	K11050	K11050
0	0	0	0	1	NA	0	0	0	0	0	0	0	0	15	0	0	0	19	0	0	0	No	(d)CTP diphosphatase [EC:3.6.1.65]	nudG	K08320	K08320
19.6625377211301	0.485817444851245	1.19295813047493	0.40723763260479	0.683833464314025	0.999933555398506	0	0	4	0	69	17	32	85	24	32	13	28	35	0	0	5	No	exoribonuclease II [EC:3.1.13.1]	rnb	K01147	K01147
11.974039160371	-1.50604457126423	1.61993093097523	-0.929696780564318	0.35252810185263	0.999933555398506	14	0	4	0	0	119	27	0	34	0	18	7	0	0	7	0	No	septation ring formation regulator	ezrA	K06286	K06286
3.44096747322447	0.0507981304115635	2.21005970106221	0.0229849584548094	0.981662271194862	0.999933555398506	4	0	0	0	0	7	10	0	15	0	0	0	30	0	0	5	No	AraC family transcriptional regulator, L-rhamnose operon transcriptional activator RhaR	rhaR	K02854	K02854
49.6304341994341	-1.15380929246985	0.800136613867721	-1.44201536646666	0.149298038691661	0.999933555398506	23	0	21	49	25	23	0	410	38	66	11	45	32	30	64	34	No	rubredoxin---NAD+ reductase [EC:1.18.1.1]	rubB, alkT	K05297	K05297
13.4581729286002	0.94595722913258	1.69377660273983	0.558489961192292	0.576509857669973	0.999933555398506	0	0	0	0	57	36	35	0	36	0	8	0	55	0	0	17	No	paraquat-inducible protein B	pqiB	K06192	K06192
46.6087913264112	-0.483751232623126	0.692773617121177	-0.698281835029105	0.48500095697856	0.999933555398506	16	32	45	17	101	131	43	89	49	0	9	83	14	23	32	48	No	uncharacterized protein	K09384	K09384	K09384
4.41683408996458	1.14528731309994	2.30202598670078	0.49751276471963	0.618827503697371	0.999933555398506	0	0	0	0	0	8	28	0	23	0	22	0	15	0	0	0	No	dipeptide transport system permease protein	dppC	K12370	K12370
9.09658129758911	0.158698978249349	1.4682767641902	0.108085193554688	0.913928113173833	0.999933555398506	6	0	27	0	3	14	23	15	5	0	0	23	0	0	14	5	No	two-component system, NtrC family, sensor kinase [EC:2.7.13.3]	flgS	K02482	K02482
23.5343521711422	-0.726944104809887	1.11653536641473	-0.651071275193147	0.515000478058551	0.999933555398506	32	0	0	0	0	61	30	55	33	0	43	9	75	8	25	50	No	(R,R)-butanediol dehydrogenase / meso-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.4 1.1.1.- 1.1.1.303]	BDH, butB	K00004	K00004
5.39079711570342	-0.493384769350574	2.28270075440152	-0.216140800934693	0.828877996745296	0.999933555398506	14	0	0	0	0	25	0	19	0	0	0	0	47	0	3	0	No	AraC family transcriptional regulator	K07506	K07506	K07506
