KEGG_ko	Description	Symbol	0505-0101	R1W5
K07494	putative transposase	K07494	141.2168013	11.4090573
K02664	type IV pilus assembly protein PilO	pilO	13.9512536	5.718448
K02662	type IV pilus assembly protein PilM	pilM	12.002904	34.1280998
K07795	putative tricarboxylic transport membrane protein	tctC	25.708786	14.404686
K10557	AI-2 transport system permease protein	lsrD	16.8038985	0
K10556	AI-2 transport system permease protein	lsrC	11.9502357	8.7186399
K10558	AI-2 transport system ATP-binding protein	lsrA, ego	10.249034	15.7863849
K03780	L(+)-tartrate dehydratase beta subunit [EC:4.2.1.32]	ttdB	24.2648064	125.51766559999999
K03779	L(+)-tartrate dehydratase alpha subunit [EC:4.2.1.32]	ttdA	30.6917423	125.55400399999999
K00459	nitronate monooxygenase [EC:1.13.12.16]	ncd2, npd	51.56677069999999	9.0470755
K02182	carnitine-CoA ligase [EC:6.2.1.48]	caiC	33.0706652	15.8977964
K09925	uncharacterized protein	K09925	188.5593534	177.23000100000002
K06190	intracellular septation protein	ispZ	8.8960669	4.842412
K03769	peptidyl-prolyl cis-trans isomerase C [EC:5.2.1.8]	ppiC	18.4579893	88.69897040000001
K03476	L-ascorbate 6-phosphate lactonase [EC:3.1.1.-]	ulaG	42.843820699999995	12.640832
K18650	exo-poly-alpha-galacturonosidase [EC:3.2.1.82]	pehX	10.204127	44.9044604
K00196	anaerobic carbon-monoxide dehydrogenase iron sulfur subunit	cooF	23.3247834	15.2360236
K00198	anaerobic carbon-monoxide dehydrogenase catalytic subunit [EC:1.2.7.4]	cooS, acsA	34.8118517	38.197486600000005
K11689	C4-dicarboxylate transporter, DctQ subunit	dctQ	69.4086206	23.247239699999998
K14205	phosphatidylglycerol lysyltransferase [EC:2.3.2.3]	mprF, fmtC	17.3944652	0
K05834	homoserine/homoserine lactone efflux protein	rhtB	15.7292575	0
K01698	porphobilinogen synthase [EC:4.2.1.24]	hemB, ALAD	21.4267988	51.49965279999999
K19784	chromate reductase, NAD(P)H dehydrogenase (quinone)	chrR, NQR	15.656871	0
K09124	uncharacterized protein	K09124	53.433026399999996	283.646405
K13483	xanthine dehydrogenase YagT iron-sulfur-binding subunit	yagT	32.5454457	3.1822731
K00132	acetaldehyde dehydrogenase (acetylating) [EC:1.2.1.10]	E1.2.1.10	19.2772821	29.4644887
K03673	protein dithiol oxidoreductase (disulfide-forming) [EC:1.8.4.15]	dsbA	9.138189	3.443591
K11604	manganese/iron transport system substrate-binding protein	sitA	9.138189	0
K10122	fructooligosaccharide transport system permease protein	msmG	21.4257934	0
K00282	glycine dehydrogenase subunit 1 [EC:1.4.4.2]	gcvPA	48.32109520000001	35.5755344
K06194	lipoprotein NlpD	nlpD	18.964388800000002	14.7585007
K07467	putative DNA relaxase	nicK	38.570360199999996	44.567197400000005
K03150	2-iminoacetate synthase [EC:4.1.99.19]	thiH	75.0526787	263.1966397
K21936	anaerobilin synthase [EC:2.1.1.342]	chuW	11.3069729	4.30842
K18344	two-component system, OmpR family, response regulator VanR	vanRB, vanR, vanRD	11.2646388	48.36200759999999
K05565	multicomponent Na+:H+ antiporter subunit A	mnhA, mrpA	48.433882100000005	0
K05568	multicomponent Na+:H+ antiporter subunit D	mnhD, mrpD	70.10480700000001	13.861207399999998
K14086	ech hydrogenase subunit A	echA	30.222510800000002	6.2746067
K12141	hydrogenase-4 component F [EC:1.-.-.-]	hyfF	28.1020819	16.4792943
K05567	multicomponent Na+:H+ antiporter subunit C	mnhC, mrpC	12.5747567	6.0873804
K02669	twitching motility protein PilT	pilT	90.8332857	77.3120206
K00170	pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1]	porB	25.710716700000003	48.174970900000005
K18356	phenylglyoxylate dehydrogenase beta subunit [EC:1.2.1.58]	padI	9.662462	0
K00169	pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1]	porA	28.6159655	19.650190100000003
K00172	pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1]	porC, porG	30.4433025	6.9124103
K18357	phenylglyoxylate dehydrogenase gamma subunit [EC:1.2.1.58]	padE	18.706583000000002	0
K03923	NADPH dehydrogenase (quinone) [EC:1.6.5.10]	mdaB	10.0555689	0
K02396	flagellar hook-associated protein 1	flgK	28.438123299999997	32.9378999
K02397	flagellar hook-associated protein 3 FlgL	flgL	11.7122646	25.891662699999998
K13626	flagellar assembly factor FliW	fliW	10.8228948	21.2088684
K03563	carbon storage regulator	csrA	7.8499823	10.6044342
K02407	flagellar hook-associated protein 2	fliD	26.043286099999996	71.5081234
K00009	mannitol-1-phosphate 5-dehydrogenase [EC:1.1.1.17]	mtlD	117.34462760000001	330.6369124
K18831	HTH-type transcriptional regulator / antitoxin HigA	higA	29.577162200000004	13.0966027
K00856	adenosine kinase [EC:2.7.1.20]	ADK, adoK	9.97223	7.451483
K06204	DnaK suppressor protein	dksA	12.9779316	3.1063175
K01419	ATP-dependent HslUV protease, peptidase subunit HslV [EC:3.4.25.2]	hslV, clpQ	12.6953035	0
K03667	ATP-dependent HslUV protease ATP-binding subunit HslU	hslU	14.2887062	5.3458586
K11102	proton glutamate symport protein	gltP, gltT	21.590522399999998	32.3304092
K01567	peptidoglycan-N-acetylmuramic acid deacetylase [EC:3.5.1.-]	pdaA	41.286978500000004	25.769068100000002
K12941	aminobenzoyl-glutamate utilization protein B	abgB	207.4164899	176.665157
K02279	pilus assembly protein CpaB	cpaB, rcpC	52.9408234	0
K06907	uncharacterized protein	K06907	39.22144479999999	70.56654309999999
K04752	nitrogen regulatory protein P-II 2	glnK	21.5338014	12.583412599999999
K22305	phosphoserine phosphatase [EC:3.1.3.3]	psp	14.040178000000001	6.8000607
K04092	chorismate mutase [EC:5.4.99.5]	tyrA1	45.197009	11.1513812
K10679	nitroreductase / dihydropteridine reductase [EC:1.-.-.- 1.5.1.34]	nfnB, nfsB	8.071667	16.959125
K00008	L-iditol 2-dehydrogenase [EC:1.1.1.14]	SORD, gutB	110.96815210000004	137.60807309999998
K00060	threonine 3-dehydrogenase [EC:1.1.1.103]	tdh	49.292358500000006	38.716808799999995
K09934	uncharacterized protein	K09934	13.7768505	0
K05795	tellurium resistance protein TerD	terD	6.6525426	0
K05882	aryl-alcohol dehydrogenase (NADP+) [EC:1.1.1.91]	E1.1.1.91	23.530571	3.2676847
K07039	uncharacterized protein	K07039	13.944496000000001	0
K11183	multiphosphoryl transfer protein [EC:2.7.1.202]	fruB, fpr	17.624050099999998	0
K04112	benzoyl-CoA reductase subunit C [EC:1.3.7.8]	bcrC, badD	15.105049000000001	30.1777529
K20904	(R)-2-hydroxyglutaryl-CoA dehydratase subunit beta [EC:4.2.1.167]	hgdB	15.105049000000001	33.1802794
K04113	benzoyl-CoA reductase subunit B [EC:1.3.7.8]	bcrB, badE	31.6016798	13.501574999999999
K20903	(R)-2-hydroxyglutaryl-CoA dehydratase subunit alpha [EC:4.2.1.167]	hgdA	27.043681	13.501574999999999
K01615	glutaconyl-CoA decarboxylase subunit alpha [EC:7.2.4.5]	gcdA	31.020324599999995	42.83930840000001
K19405	protein arginine kinase [EC:2.7.14.1]	mcsB	65.71557709999999	19.953554399999998
K00127	formate dehydrogenase subunit gamma	fdoI, fdsG	11.1422733	19.6767896
K08358	tetrathionate reductase subunit B	ttrB	7.2921853	0
K08357	tetrathionate reductase subunit A	ttrA	27.3527546	9.0217537
K19597	Au+-exporting ATPase [EC:3.6.1.-]	golT	7.4920754	0
K01305	beta-aspartyl-dipeptidase (metallo-type) [EC:3.4.19.-]	iadA	92.87516889999999	39.6565648
K14358	secernin	SCRN	8.390092	0
K20712	3-(hydroxyamino)phenol mutase [EC:5.4.4.3]	glnA	8.412531	0
K06908	uncharacterized protein	K06908	32.1557398	68.6398231
K04744	LPS-assembly protein	lptD, imp, ostA	15.5067704	45.510457200000005
K07102	N-acetylmuramate 1-kinase [EC:2.7.1.221]	amgK	8.451573	27.878790799999997
K00992	N-acetyl-alpha-D-muramate 1-phosphate uridylyltransferase [EC:2.7.7.99]	murU	15.112735	0
K18013	3-keto-5-aminohexanoate cleavage enzyme [EC:2.3.1.247]	kce	29.329343699999995	89.47719259999998
K04087	modulator of FtsH protease HflC	hflC	48.3165034	6.2019546
K04088	modulator of FtsH protease HflK	hflK	46.1265519	23.3617868
K01668	tyrosine phenol-lyase [EC:4.1.99.2]	E4.1.99.2	9.4236938	6.5240726
K15552	taurine transport system permease protein	tauC	37.0055494	28.7488617
K02666	type IV pilus assembly protein PilQ	pilQ	6.0395427	12.892752600000001
K02652	type IV pilus assembly protein PilB	pilB	112.0916467	123.9424328
K02455	general secretion pathway protein F	gspF	10.6747287	3.3909936
K19411	protein arginine kinase activator	mcsA	53.2689044	25.891401000000002
K06877	DEAD/DEAH box helicase domain-containing protein	K06877	28.3613566	37.6081358
K16849	altronate dehydratase small subunit [EC:4.2.1.7]	uxaA1	30.088433100000003	11.7616701
K01501	nitrilase [EC:3.5.5.1]	E3.5.5.1	7.1227603	0
K12940	aminobenzoyl-glutamate utilization protein A	abgA	34.62298	34.8735927
K01707	5-dehydro-4-deoxyglucarate dehydratase [EC:4.2.1.41]	kdgD	43.161097000000005	9.5804926
K01787	N-acylglucosamine 2-epimerase [EC:5.1.3.8]	RENBP	60.421433500000006	81.6003159
K13252	putrescine carbamoyltransferase [EC:2.1.3.6]	ptcA	7.8939555	6.7733492
K16846	(2R)-sulfolactate sulfo-lyase subunit beta [EC:4.4.1.24]	suyB	18.6758645	274.4461
K01449	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	cwlJ, sleB	82.0556942	59.5098201
K02588	nitrogenase iron protein NifH	nifH	42.634938899999995	21.0329541
K15778	phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2]	pmm-pgm	22.8347606	11.438856
K16087	hemoglobin/transferrin/lactoferrin receptor protein	TC.FEV.OM3, tbpA, hemR, lbpA, hpuB, bhuR, hugA, hmbR	26.7353527	2.7710545
K01141	exodeoxyribonuclease I [EC:3.1.11.1]	sbcB, exoI	17.538833399999998	0
K00104	glycolate oxidase [EC:1.1.3.15]	glcD	33.584877299999995	63.20897730000001
K01426	amidase [EC:3.5.1.4]	E3.5.1.4, amiE	27.031620999999994	18.8948203
K19814	glutamate 2,3-aminomutase [EC:5.4.3.9]	eam	11.283330699999999	17.2714883
K02671	type IV pilus assembly protein PilV	pilV	10.462591	0
K13796	tricarballylate dehydrogenase	cobZ, tcuA	8.688808	0
K10005	glutamate transport system substrate-binding protein	gluB	54.125943899999996	3.9623895
K19509	fructoselysine/glucoselysine PTS system EIID component	gfrD	11.9152949	8.8906129
K19508	fructoselysine/glucoselysine PTS system EIIC component	gfrC	12.091379700000001	9.8465266
K19510	fructoselysine-6-phosphate deglycase	gfrF	47.646191900000005	0
K12942	aminobenzoyl-glutamate transport protein	abgT	118.88943369999998	94.85085030000002
K19309	bacitracin transport system ATP-binding protein	bcrA	33.2750086	134.0562726
K07122	phospholipid transport system transporter-binding protein	mlaB	12.1884588	0
K03304	tellurite resistance protein	tehA	10.363814	6.107081
K07045	uncharacterized protein	K07045	77.4216396	135.01087379999998
K06971	uncharacterized protein	K06971	49.5064478	45.9852276
K17734	serine protease AprX [EC:3.4.21.-]	aprX	65.6475219	72.60542950000001
K19431	pyruvyl transferase EpsO [EC:2.-.-.-]	epsO	15.760642	0
K09889	ribosome-associated protein	yjgA	6.606473	0
K03831	molybdopterin adenylyltransferase [EC:2.7.7.75]	mogA	6.606473	10.658786
K00086	1,3-propanediol dehydrogenase [EC:1.1.1.202]	dhaT	50.668839	2.9325376
K03672	thioredoxin 2 [EC:1.8.1.8]	trxC	7.3111386	0
K13040	two-component system, LuxR family, sensor histidine kinase TtrS [EC:2.7.13.3]	ttrS	32.4095986	8.030161
K03274	ADP-L-glycero-D-manno-heptose 6-epimerase [EC:5.1.3.20]	gmhD, rfaD	6.0942936	39.799579
K03272	D-beta-D-heptose 7-phosphate kinase / D-beta-D-heptose 1-phosphate adenosyltransferase [EC:2.7.1.167 2.7.7.70]	gmhC, hldE, waaE, rfaE	10.8776769	44.8763371
K21344	D-glycero-beta-D-manno-heptose-7-phosphate kinase [EC:2.7.1.167]	rfaE1	10.8776769	8.846542
K08323	mannonate dehydratase [EC:4.2.1.8]	rspA, manD	27.962519300000004	11.6627034
K10008	glutamate transport system ATP-binding protein [EC:7.4.2.1]	gluA	50.7374992	8.951466
K03519	aerobic carbon-monoxide dehydrogenase medium subunit [EC:1.2.5.3]	coxM, cutM	15.4939734	4.8293996
K08304	membrane-bound lytic murein transglycosylase A [EC:4.2.2.-]	mltA	15.1989187	19.893206499999998
K15724	iron-sulfur cluster insertion protein	erpA	10.4839115	0
K00929	butyrate kinase [EC:2.7.2.7]	buk	74.05898169999999	65.84001210000001
K07149	uncharacterized protein	K07149	18.0285143	43.844861
K03643	LPS-assembly lipoprotein	lptE, rlpB	8.157719	6.6563954
K03753	molybdopterin-guanine dinucleotide biosynthesis adapter protein	mobB	71.6035561	249.8293467
K03750	molybdopterin molybdotransferase [EC:2.10.1.1]	moeA	166.9979451	270.22987969999997
K03636	sulfur-carrier protein	moaD, cysO	11.395821	0
K03635	molybdopterin synthase catalytic subunit [EC:2.8.1.12]	MOCS2B, moaE	14.4729465	6.632998
K08299	crotonobetainyl-CoA hydratase [EC:4.2.1.149]	caiD	13.358845800000001	0
K10672	glycine reductase complex component B subunit gamma [EC:1.21.4.2]	grdB	38.10663219999999	7.506316
K03833	selenocysteine-specific elongation factor	selB, EEFSEC	35.9180917	16.1121412
K07112	uncharacterized protein	K07112	46.707913500000004	33.097606899999995
K06895	L-lysine exporter family protein LysE/ArgO	lysE, argO	12.669247	23.844822999999998
K18907	GntR family transcriptional regulator, regulator for abcA and norABC	norG	20.664665499999998	0
K16950	anaerobic sulfite reductase subunit A	asrA	29.977146599999998	19.5971986
K03752	molybdenum cofactor guanylyltransferase [EC:2.7.7.77]	mobA	30.486364	14.825652
K03641	TolB protein	tolB	80.11771	280.8183173
K01147	exoribonuclease II [EC:3.1.13.1]	rnb	14.6172457	2.7833157
K07000	uncharacterized protein	K07000	11.359479	7.288923500000001
K21469	serine-type D-Ala-D-Ala carboxypeptidase [EC:3.4.16.4]	pbp4b	24.2224429	0
K09970	general L-amino acid transport system permease protein	aapQ, bztB	6.956787	4.4612007
K00634	phosphate butyryltransferase [EC:2.3.1.19]	ptb	29.4995471	92.49368540000002
K03806	N-acetyl-anhydromuramoyl-L-alanine amidase [EC:3.5.1.28]	ampD	7.6679344	0
K12058	conjugal transfer mating pair stabilization protein TraN	traN	35.9710252	3.2592192
K12063	conjugal transfer ATP-binding protein TraC	traC	10.2177604	3.51413
K07684	two-component system, NarL family, nitrate/nitrite response regulator NarL	narL	21.7441995	2.6597435
K12137	hydrogenase-4 component B [EC:1.-.-.-]	hyfB	54.5811222	45.3129159
K09778	Kdo2-lipid IVA 3' secondary acyltransferase [EC:2.3.1.-]	lpxJ	6.86458	10.12522
K00966	mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]	GMPP	21.657678	14.104304299999999
K16881	mannose-1-phosphate guanylyltransferase / phosphomannomutase [EC:2.7.7.13 5.4.2.8]	K16881	26.9454452	17.6086459
K03089	RNA polymerase sigma-32 factor	rpoH	13.1415942	9.257939799999999
K01464	dihydropyrimidinase [EC:3.5.2.2]	DPYS, dht, hydA	95.9288687	58.92218059999999
K14987	two-component system, LuxR family, response regulator FixJ	fixJ	9.7380371	5.1036863
K09791	uncharacterized protein	K09791	6.0261507	0
K21449	trimeric autotransporter adhesin	ata, sadA, emaA	82.56329729999999	206.80910489999997
K02525	LacI family transcriptional regulator, kdg operon repressor	kdgR	42.63618159999999	9.8896369
K02761	cellobiose PTS system EIIC component	celB, chbC	27.955254999999998	78.248477
K19424	glycosyltransferase EpsF [EC:2.4.-.-]	epsF	29.1426353	0
K17076	putative lysine transport system ATP-binding protein	lysY	59.330199400000005	42.706134600000006
K03406	methyl-accepting chemotaxis protein	mcp	124.8799724	160.8900942
K13041	two-component system, LuxR family, response regulator TtrR	ttrR	9.585163	0
K14682	amino-acid N-acetyltransferase [EC:2.3.1.1]	argAB	20.2818058	5.4985085
K12448	UDP-arabinose 4-epimerase [EC:5.1.3.5]	UXE, uxe	8.8368474	0
K00245	fumarate reductase iron-sulfur subunit [EC:1.3.5.4]	frdB	9.345171	0
K19422	glycosyltransferase EpsD [EC:2.4.-.-]	epsD	29.719435999999998	24.7428291
K03746	DNA-binding protein H-NS	hns	8.0041473	0
K09858	SEC-C motif domain protein	K09858	19.1968544	5.3307567
K09933	MtfA peptidase	mtfA	8.31373	5.3307567
K02417	flagellar motor switch protein FliN	fliN	34.9688202	13.6790276
K02400	flagellar biosynthesis protein FlhA	flhA	23.6392345	44.052505599999996
K07640	two-component system, OmpR family, sensor histidine kinase CpxA [EC:2.7.13.3]	cpxA	9.594615	2.6429803
K07642	two-component system, OmpR family, sensor histidine kinase BaeS [EC:2.7.13.3]	baeS, smeS	9.594615	0
K07662	two-component system, OmpR family, response regulator CpxR	cpxR	19.435338	6.1473219
K16248	probable glucitol transport protein GutA	gutA, gutP	35.7006055	69.63892320000001
K07638	two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ [EC:2.7.13.3]	envZ	8.456706	0
K11904	type VI secretion system secreted protein VgrG	vgrG	50.936748	49.0961628
K04023	ethanolamine transporter	eutH	51.58291239999999	60.292221100000006
K03303	lactate permease	lctP	12.9879659	36.6939771
K02381	FdrA protein	fdrA	52.6759298	0
K03841	fructose-1,6-bisphosphatase I [EC:3.1.3.11]	FBP, fbp	7.802214	0
K21467	penicillin-binding protein 3	pbpC	47.681383600000004	93.33968
K00824	D-alanine transaminase [EC:2.6.1.21]	dat	24.8510422	19.1666956
K03649	double-stranded uracil-DNA glycosylase [EC:3.2.2.28]	mug	81.7149486	308.40894099999997
K17229	sulfide dehydrogenase [flavocytochrome c] flavoprotein chain [EC:1.8.2.3]	fccB	17.409397	2.9257178
K17230	cytochrome subunit of sulfide dehydrogenase	fccA	9.338256	0
K13256	protein PsiE	psiE	11.133161000000001	0
K06886	hemoglobin	glbN	10.71304	0
K07719	two-component system, response regulator GlnL	glnL	26.1871492	24.9611661
K03760	lipid A ethanolaminephosphotransferase [EC:2.7.8.43]	eptA, pmrC	25.673262599999997	12.981245600000001
K19353	heptose-I-phosphate ethanolaminephosphotransferase [EC:2.7.8.-]	eptC	25.673262599999997	14.061243600000001
K10218	4-hydroxy-4-methyl-2-oxoglutarate aldolase [EC:4.1.3.17]	ligK, galC	47.946864399999995	4.63658
K08348	formate dehydrogenase-N, alpha subunit [EC:1.17.5.3]	fdnG	21.062569999999997	8.9560411
K06175	tRNA pseudouridine65 synthase [EC:5.4.99.26]	truC	4.9654317	0
K02172	bla regulator protein blaR1	blaR1	52.6924219	109.14280880000001
K02171	BlaI family transcriptional regulator, penicillinase repressor	blaI	26.5593504	73.30966060000002
K01466	allantoinase [EC:3.5.2.5]	allB	31.3583841	6.2803028
K02303	uroporphyrin-III C-methyltransferase [EC:2.1.1.107]	cobA	32.254350800000005	98.4489267
K05788	integration host factor subunit beta	ihfB, himD	9.876596	9.4908259
K22431	caffeyl-CoA reductase-Etf complex subunit CarD [EC:1.3.1.108]	carD	87.22521460000002	255.50989049999998
K17836	beta-lactamase class A [EC:3.5.2.6]	penP	267.64675090000003	649.5145047999999
K11607	manganese/iron transport system ATP-binding protein	sitB	9.131381	0
K11710	manganese/zinc/iron transport system ATP- binding protein [EC:7.2.2.5]	troB, mntB, znuC	9.131381	0
K11606	manganese/iron transport system permease protein	sitD	9.131381	0
K07218	nitrous oxidase accessory protein	nosD	15.936985	6.477418
K19342	copper chaperone NosL	nosL	32.224219399999996	0
K00376	nitrous-oxide reductase [EC:1.7.2.4]	nosZ	15.537560599999999	0
K07493	putative transposase	K07493	265.8689442	68.3550169
K00230	menaquinone-dependent protoporphyrinogen oxidase [EC:1.3.5.3]	hemG	12.59481	4.1565814
K05786	chloramphenicol-sensitive protein RarD	rarD	10.3189586	26.195848599999998
K07666	two-component system, OmpR family, response regulator QseB	qseB	33.117781799999996	7.0021815
K07813	accessory gene regulator B	agrB	18.3003221	398.67051740000005
K10004	glutamate/aspartate transport system ATP-binding protein [EC:7.4.2.1]	gltL, aatP	13.534483	0
K07645	two-component system, OmpR family, sensor histidine kinase QseC [EC:2.7.13.3]	qseC	24.6766606	7.748581400000001
K14731	epsilon-lactone hydrolase [EC:3.1.1.83]	mlhB, chnC	20.7914017	86.6731275
K03285	general bacterial porin, GBP family	TC.GBP	18.6644084	26.8870207
K07216	hemerythrin	hr	42.62148380000001	117.33427660000001
K06867	uncharacterized protein	K06867	16.543365100000003	27.3473208
K05338	holin-like protein	lrgA	39.5744653	46.76394
K14977	(S)-ureidoglycine aminohydrolase [EC:3.5.3.26]	ylbA, UGHY	16.312496	6.468168
K03457	nucleobase:cation symporter-1, NCS1 family	TC.NCS1	17.26493	34.5639413
K10190	lactose/L-arabinose transport system permease protein	lacG, araQ	8.125031	55.9465838
K02411	flagellar assembly protein FliH	fliH	26.6347028	11.543547199999999
K02412	flagellum-specific ATP synthase [EC:7.4.2.8]	fliI	18.5843094	19.749587599999998
K03224	ATP synthase in type III secretion protein N [EC:7.4.2.8]	yscN, sctN, hrcN, ssaN	18.5843094	15.5907159
K06897	7,8-dihydropterin-6-yl-methyl-4-(beta-D-ribofuranosyl)aminobenzene 5'-phosphate synthase [EC:2.5.1.105]	K06897	33.522613899999996	82.33938079999999
K03435	LacI family transcriptional regulator, fructose operon transcriptional repressor	fruR1, fruR	7.9437094	0
K03666	host factor-I protein	hfq	16.5439805	17.177989
K02204	homoserine kinase type II [EC:2.7.1.39]	thrB2	7.3687577	7.4067496
K06298	germination protein M	gerM	55.32439159999999	58.49829690000001
K19341	Cu-processing system permease protein	nosY	8.907768	0
K03382	hydroxydechloroatrazine ethylaminohydrolase [EC:3.5.4.43]	atzB	9.2617195	5.422667
K06956	uncharacterized protein	K06956	120.43021050000002	520.4088062
K02409	flagellar M-ring protein FliF	fliF	30.772876999999998	27.463749399999998
K02410	flagellar motor switch protein FliG	fliG	16.697120899999998	24.064059899999997
K10670	glycine/sarcosine/betaine reductase complex component A [EC:1.21.4.2 1.21.4.3 1.21.4.4]	grdA	19.0014504	0
K21577	glycine/sarcosine/betaine reductase complex component C subunit beta [EC:1.21.4.2 1.21.4.3 1.21.4.4]	grdC	9.1381042	4.3232255
K21576	glycine/sarcosine/betaine reductase complex component C subunit alpha [EC:1.21.4.2 1.21.4.3 1.21.4.4]	grdD	14.9961789	2.764964
K18094	membrane fusion protein, multidrug efflux system	mexX, amrA	9.920987	8.729386
K21755	LysR family transcriptional regulator, salicylic acid-responsive activator of bsdBCD	bsdA	27.982624	24.709797599999998
K05913	2,4'-dihydroxyacetophenone dioxygenase [EC:1.13.11.41]	dad	6.437347	0
K20148	acetylacetone-cleaving enzyme [EC:1.13.11.50]	dke1	6.437347	0
K02538	activator of the mannose operon, transcriptional antiterminator	manR	53.8133706	55.4513618
K06990	MEMO1 family protein	MEMO1	21.151533399999998	0
K09141	uncharacterized protein	K09141	14.4015768	0
K11534	DeoR family transcriptional regulator, deoxyribose operon repressor	deoR	16.9055168	16.331784300000002
K01183	chitinase [EC:3.2.1.14]	E3.2.1.14	25.281453900000002	66.77855579999999
K15051	DNA-entry nuclease	endA	43.1096635	147.8513723
K15125	filamentous hemagglutinin	fhaB	108.9339977	47.1751569
K12062	conjugal transfer pilin signal peptidase TrbI	trbI	5.7587485	0
K01713	cyclohexadienyl dehydratase [EC:4.2.1.51 4.2.1.91]	pheC	10.616502	3.8709495
K17733	peptidoglycan LD-endopeptidase CwlK [EC:3.4.-.-]	cwlK	21.867038400000002	72.8045101
K11719	lipopolysaccharide export system protein LptC	lptC	8.9388232	0
K03826	putative acetyltransferase [EC:2.3.1.-]	yiaC	18.2545808	157.82939960000002
K03557	Fis family transcriptional regulator, factor for inversion stimulation protein	fis	7.526127	6.228013
K02106	short-chain fatty acids transporter	atoE	12.705245000000001	39.267564
K05979	2-phosphosulfolactate phosphatase [EC:3.1.3.71]	comB	4.755723	0
K04082	molecular chaperone HscB	hscB, HSCB, HSC20	17.518663	0
K04044	molecular chaperone HscA	hscA	8.46179	7.5260801
K04755	ferredoxin, 2Fe-2S	fdx	8.46179	4.6139073
K18148	release factor H-coupled RctB family protein	rtcB	26.155664400000003	28.3430929
K09158	uncharacterized protein	K09158	7.2827992	0
K01947	biotin---[acetyl-CoA-carboxylase] ligase / type III pantothenate kinase [EC:6.3.4.15 2.7.1.33]	birA-coaX	22.3348844	0
K19429	acetyltransferase EpsM [EC:2.3.1.-]	epsM	4.695248	12.072767299999999
K00343	NADH-quinone oxidoreductase subunit N [EC:7.1.1.2]	nuoN	10.2675185	95.51141449999999
K00342	NADH-quinone oxidoreductase subunit M [EC:7.1.1.2]	nuoM	13.4945907	78.77242689999999
K09691	lipopolysaccharide transport system ATP-binding protein	wzt, rbfB	103.48705930000001	139.4374075
K09693	teichoic acid transport system ATP-binding protein [EC:7.5.2.4]	tagH	95.35659850000002	55.6962451
K09163	uncharacterized protein	K09163	30.1945981	108.72250869999999
K16650	galactofuranosylgalactofuranosylrhamnosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,5/1,6-galactofuranosyltransferase [EC:2.4.1.288]	glft2	15.855444499999999	0
K11106	L-tartrate/succinate antiporter	ttdT	13.0376401	3.2933471
K14445	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2/3/5	SLC13A2_3_5	43.103047700000005	120.1624162
K01255	leucyl aminopeptidase [EC:3.4.11.1]	CARP, pepA	21.633010900000002	22.5299461
K05303	O-methyltransferase [EC:2.1.1.-]	K05303	23.1926961	3.4001586
K11178	xanthine dehydrogenase YagS FAD-binding subunit [EC:1.17.1.4]	yagS	8.079662	0
K10559	rhamnose transport system substrate-binding protein	rhaS	8.3175597	0
K21394	TRAP-type transport system small permease protein	yiaM	23.159216200000003	9.240725
K13926	ribosome-dependent ATPase	rbbA	13.369427	0
K18640	plasmid segregation protein ParM	parM, stbA	40.8527991	195.47984670000002
K03079	L-ribulose-5-phosphate 3-epimerase [EC:5.1.3.22]	ulaE, sgaU, sgbU	26.8876693	8.774582
K02822	ascorbate PTS system EIIB component [EC:2.7.1.194]	ulaB, sgaB	30.372142300000004	8.7188096
K03475	ascorbate PTS system EIIC component	ulaA, sgaT	35.763977000000004	6.7342362
K06980	tRNA-modifying protein YgfZ	ygfZ	16.918156	0
K15034	ribosome-associated protein	yaeJ	7.2966557	0
K03326	C4-dicarboxylate transporter, DcuC family	TC.DCUC, dcuC, dcuD	37.6708467	32.0625456
K02116	ATP synthase protein I	atpI	5.4484525	3.7950487
K09749	uncharacterized protein	K09749	19.364962999999996	16.0913376
K07262	serine-type D-Ala-D-Ala endopeptidase (penicillin-binding protein 7) [EC:3.4.21.-]	pbpG	7.37127	0
K01042	L-seryl-tRNA(Ser) seleniumtransferase [EC:2.9.1.1]	selA	30.985890299999998	21.0941913
K07733	prophage regulatory protein	alpA	6.5504284	0
K02195	heme exporter protein C	ccmC	7.932864	3.5338726
K02194	heme exporter protein B	ccmB	7.932864	0
K02193	heme exporter protein A [EC:7.6.2.5]	ccmA	7.932864	0
K00073	ureidoglycolate dehydrogenase (NAD+) [EC:1.1.1.350]	allD	13.2161616	0
K11733	lysine-specific permease	lysP	21.4088348	7.337564
K10120	fructooligosaccharide transport system substrate-binding protein	msmE	18.831888	7.7693882
K12056	conjugal transfer mating pair stabilization protein TraG	traG	18.1878305	0
K04018	formate-dependent nitrite reductase complex subunit NrfG	nrfG	10.624409	0
K07459	putative ATP-dependent endonuclease of the OLD family	ybjD	31.009614000000003	79.1302661
